,Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,url,Full_rest_numbers
138,id_1722,Hamburg,"['Asian', 'Tibetan', 'Nepali']",1725.0,4.0,$$ - $$$,3.0,"[[], []]",/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794,https://www.tripadvisor.com/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,1092  2882
139,id_86,Budapest,"['European', 'Wine Bar', 'Eastern European', 'Central European', 'Hungarian', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options']",87.0,4.5,$$ - $$$,1256.0,"[['Good wine selection and French kitchen sty...', 'Contemporary hungarian food'], ['01/06/2018', '01/03/2018']]",/Restaurant_Review-g274887-d779921-Reviews-Klassz-Budapest_Central_Hungary.html,d779921,https://www.tripadvisor.com/Restaurant_Review-g274887-d779921-Reviews-Klassz-Budapest_Central_Hungary.html,0
140,id_2044,Barcelona,"['Italian', 'Mediterranean']",2045.0,4.5,$$ - $$$,89.0,"[['Real Sicilian cuisine', 'A really nice surprise'], ['10/26/2016', '06/09/2016']]",/Restaurant_Review-g187497-d8118086-Reviews-Origano_cucina_siciliana-Barcelona_Catalonia.html,d8118086,https://www.tripadvisor.com/Restaurant_Review-g187497-d8118086-Reviews-Origano_cucina_siciliana-Barcelona_Catalonia.html,0
141,id_4157,Rome,['Italian'],4158.0,4.0,$$ - $$$,182.0,"[['Charming Terrace Bar and Restaurant!', 'Nice terrace'], ['01/04/2016', '08/29/2015']]",/Restaurant_Review-g187791-d2321047-Reviews-Sottosopra_Restaurant-Rome_Lazio.html,d2321047,https://www.tripadvisor.com/Restaurant_Review-g187791-d2321047-Reviews-Sottosopra_Restaurant-Rome_Lazio.html,3127  10360
142,id_14612,London,,14623.0,3.0,,39.0,"[[""Rock bar shame it hasn't realised it's not..."", 'Over priced and under served...'], ['04/30/2017', '12/11/2017']]",/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,d7994738,https://www.tripadvisor.com/Restaurant_Review-g186338-d7994738-Reviews-Slim_Jim_s_Liquor_Store-London_England.html,12226  17239
143,id_5080,Barcelona,"['Italian', 'Seafood']",5081.0,3.5,$$$$,32.0,"[[], []]",/Restaurant_Review-g187497-d10226097-Reviews-Laz_Laz-Barcelona_Catalonia.html,d10226097,https://www.tripadvisor.com/Restaurant_Review-g187497-d10226097-Reviews-Laz_Laz-Barcelona_Catalonia.html,0
144,id_4505,Paris,,4506.0,4.0,,57.0,"[['Excellent bubble tea', 'Best Bubble Tea in Paris, plus cheesecake...'], ['06/04/2017', '09/20/2016']]",/Restaurant_Review-g187147-d3612769-Reviews-Bubbolitas-Paris_Ile_de_France.html,d3612769,https://www.tripadvisor.com/Restaurant_Review-g187147-d3612769-Reviews-Bubbolitas-Paris_Ile_de_France.html,3248  15633
145,id_8121,Madrid,"['Bar', 'Mediterranean', 'Spanish']",8128.0,2.5,$$ - $$$,1768.0,"[['So busy!!', 'I think it has seen better days'], ['11/27/2017', '11/19/2017']]",/Restaurant_Review-g187514-d697526-Reviews-El_Brillante-Madrid.html,d697526,https://www.tripadvisor.com/Restaurant_Review-g187514-d697526-Reviews-El_Brillante-Madrid.html,10309  10348
146,id_4429,London,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",4436.0,4.5,$$ - $$$,19.0,"[['A quick meal', 'Delicious food!! Great service will defini...'], ['11/04/2017', '09/19/2017']]",/Restaurant_Review-g186338-d10619071-Reviews-Zen_Modern_Japanese_Cuisine-London_England.html,d10619071,https://www.tripadvisor.com/Restaurant_Review-g186338-d10619071-Reviews-Zen_Modern_Japanese_Cuisine-London_England.html,0
147,id_4110,Madrid,['Spanish'],4112.0,5.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d4600226-Reviews-Cafeteria_Teresa-Madrid.html,d4600226,https://www.tripadvisor.com/Restaurant_Review-g187514-d4600226-Reviews-Cafeteria_Teresa-Madrid.html,6959  10348
148,id_746,Lisbon,"['European', 'Vegetarian Friendly']",747.0,4.5,$$ - $$$,42.0,"[['Hidden treasure for tartar lovers', 'Absolutely Fabulous, the second time aroun...'], ['02/07/2018', '10/09/2017']]",/Restaurant_Review-g189158-d10064175-Reviews-Tartar_Ria-Lisbon_Lisbon_District_Central_Portugal.html,d10064175,https://www.tripadvisor.com/Restaurant_Review-g189158-d10064175-Reviews-Tartar_Ria-Lisbon_Lisbon_District_Central_Portugal.html,130  4576
149,id_229,Helsinki,"['Cafe', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",230.0,4.0,$$ - $$$,47.0,"[['Lovely setting and beautiful view', 'Skimpy salmon soup at Suomenlinna'], ['08/05/2017', '08/05/2017']]",/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,d4476199,https://www.tripadvisor.com/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,227  1388
